번호,작가,작품명,제작연도,재료,규격,부문,관리번호,작품 설명,작품이미지,이미지
69.0,이봉상 LEE Bongsang,소녀,1961,캔버스에 유화 물감,72.7×53.3,회화 II,9854.0,"이봉상(李鳳商, 1916-1970)은 1937년 경성사범학교 연수과를 졸업했다. 전문적인 미술학교에 진학하지 못한 그는 독학으로 그림을 공부해 1929년 14살의 나이에 《제8회 조선미술전람회》에 입선했다. 이후에도 매해 연이어 입선과 특선을 차지하며 주목받았다. 광복 후 기조전(其潮展), 신상회(新象會), 구상회(具象會) 등의 창립에 참여했고, 홍익대학교 교수로 재직했다. 1954년 이후 대한민국미술전람회에서 추천작가와 초대작가로 활동했으며 심사위원 등을 역임했다. 그의 회화는 초기에는 향토적 소재의 인상파적 사실주의 경향을 보였으나, 1950년대부터 밝고 화사한 색감과 거친 마티에르가 돋보이는 작품을 선보였다. 1960년대에 이르러 자연을 소재로 한 추상적인 이미지로 전환했다. <소녀>는 반라(半裸)의 짧은 머리 소녀가 중앙에 그려져 있고, 그 뒤로 무리 지어 날아다니는 흰 새가 묘사되어 있다. 자연의 피조물인 새와 나무를 배경으로 화면 가득히 표현된 소녀의 모습은 마치 자연의 정령과 같은 신비로움을 불러일으킨다. 자연의 생명력을 예찬했던 이봉상은 향토적인 소재를 사용하는 데에서 나아가 오방색에 기반한 색채를 적극적으로 사용하고 자연과 교감하는 인간상을 그림으로써 한국적인 정서를 연출하였다.",1.0,69.jpg
70.0,권옥연 KWON Okyon,토기,1964,캔버스에 유화 물감,72×108.5,회화 II,9127.0,"무의자(無衣子) 권옥연(權玉淵, 1923-2011)은 경성 제2고등보통학교에서 미술교사 사토 구니오(佐藤九二男, 1897-1945)의 가르침을 받았으며. 1942년에는 일본으로 유학하여 도쿄 데이코쿠미술학교(帝国美術学校) 서양화과에 입학했다. 조선미술전람회, 대한민국미술전람회, 대한미술협회전 등에 출품했으며, 1953년 《제5회 대한미술협회전》에서는 문교부 장관상을 수상하였다. 또한 데이코쿠미술학교 출신 화가들의 단체인 백우회(白牛會) 전시에 참여하기도 했다. 작가는 1957년 프랑스 파리로 건너가서 아카데미 라 그랑 쇼미에르(Académie de la Grande-Chaumière)에서 수학하였다. 살롱 도톤느(Salon d’automne)에 출품했으며 1960년에 귀국하였다. 1965년 제8회 상파울루비엔날레에 참여했으며 2001년 국립현대미술관 올해의 작가로 선정된 바 있다. 권옥연의 초기 작품은 구상화였으나, 1950년대 후반에 파리로 유학하면서부터 반구상 작품을 제작했으며 점차 향토적이면서 초현실주의적인 추상으로 변모하였다. 귀국 후에는 민속적인 주제와 전통문화를 상징하는 소재를 활용하여 추상과 구상을 넘나드는 작품을 했다. 1970년대 이후부터는 그 서사적이고 환상적인 구상 회화로 발전시켜 향토성과 문학성을 갖춘 자신만의 양식을 정립했다. <토기>를 제작한 1960년대는 권옥연이 사물과 동물 그 경계에 있는 듯한 토속적인 형상을 작품 안에서 주조해 나가던 때였고, 주요 소재는 토기, 목기, 청동기, 한옥, 장승 등에서 모티브를 가져왔다. 특히 작가는 신라 토기를 집중적으로 수집하기도 했는데, 이러한 옛 기물들이 민족적 정체성과 조형미를 드러낸다고 보았다. 이 작품에 등장하는 형상들은 구체적인 실체를 알 수는 없지만, 작품 제목인 ‘토기’를 연상시킨다. 작가에 의해 변주된 토속적인 오브제들은 관람자를 작가의 독자적인 환상과 초현실의 세계 안으로 끌어들이는 장치로 작용한다.",1.0,70.jpg
71.0,김영덕,인탁- 숙부의 초상 (인혁당의 사람들),1976,캔버스에 유화 물감,130.5×130.5,회화 II,,"충남 서산 출생인 김영덕은 1950년대 국제신문의 전신인 <국제신보> 기자로 활동하며 동시대의 미술을 탐구하였습니다. 1960년부터 1963년까지 《현대작가초대미술전》에서 활동하며 최인호의 ‘별들의 고향’, 박경리의 ‘토지’ 등, 신문 연재 삽화를 그리기도 했는데요. 기자 생활을 하며 목격한 전쟁의 참상은 그의 작품 활동에 많은 영향을 미쳤습니다. 1960년대 이후 탁본처럼 만들어진 인간의 시신을 형상화한 ‘인탁’ 시리즈나 무속을 소재로 죽은 자들에 대한 추모의 의미를 담은 작품을 다수 제작했는데요. <인탁-숙부의 초상>은 ‘인혁당 사건’을 그린 작품으로 당시 독재정권에 의해 사라져간 망자들에 대한 애도와 비애의 감정을 담고 있습니다. 그림은 몇 개의 층위로 구분되는데 화면 상단은 흰색 한복을 입은 망자들을, 화면 중앙에는 십자가에 매달린 예수의 몸과 그 주위로 다양한 표정의 얼굴들이 방사형으로 확산되고 있습니다. 그리고 우측 하단에 철모를 그려 비극적 상황을 초래한 원인을 가리키고 있는데요. 개성적인 형상과 강렬한 색채로 다양한 의미들을 곳곳에 포진시켜 역동적이고 긴장감 어린 화면 구성의 힘을 보여주고 있습니다.",1.0,71.jpg
72.0,문학진 MOON Hakjin,흰 코스튬,1970,캔버스에 유화 물감,73×60.8,회화 II,8621.0,"문학진(文學晉, 1924-2019)은 서울대학교 미술대학을 졸업한 후 《제7회 대한민국미술전람회》(1958) 문교부 장관상을 받았으며 이후 국전 추천작가, 심사위원 등으로 활동하였다. 그는 입체주의의 영향을 받아 대상을 간략한 형태로 변형하고 재구성하는 작업을 했으며, 사실적 묘사가 강조되는 구상 작품 및 기록화도 제작했다. <흰 코스튬>은 문학진이 1970년대에 다수 제작한 여인상 연작 중 하나로, 한 손에 꽃다발을 들고 있는 여인의 모습을 입체주의적으로 표현한 작품이다. 작가는 간결한 선과 기하학적인 색면으로 대상을 분할하고 재구성하였다. 그는 캔버스 위에 물감을 두텁게 혹은 얇게 바르거나 번짐, 흘러내림 등의 여러 채색법을 고루 써서 화면상의 마티에르 변화를 다양하게 줬다. 이 작품은 1970년 《제19회 대한민국미술전람회》에 출품되었다.",1.0,72.jpg
73.0,김태 KIM Tai,건어장,1979,캔버스에 유화 물감,46×53,회화 II,10864.0,"김태(金泰, 1931-2021)는 함경남도에서 출생하였으며, 1948년 평양미술학교 회화과에 입학하여 김주경, 문학수 등의 지도를 받았다. 1950년에 한국 전쟁이 발발하자 월남하여 피난 생활을 하다가 1951년에 서울대학교 미술학부에 입학하였다. 작가는 1954년부터 《대한민국미술전람회》에 출품했으며, 1961년에 최경한, 황용엽 등과 함께 앙가쥬망 동인회를 결성하고 창립전을 가진 이래로 지속적으로 동인전에 참여했다. 1967년부터는 서울대학교 미술대학 서양화과 교수로 재직하며 후학을 양성했으며, 여러 개인전과 단체전을 가지며 작품 활동도 꾸준히 하였다. 어업에 종사하던 부모님 밑에서 자란 김태는 유년 시절부터 어촌 풍경을 그렸으며, 이는 이후 작품의 주요 소재가 되었다. 1950년대 아카데믹한 작업을 거쳐 1960년대 초반에는 앵포르멜 양식의 추상회화를 시도하기도 했으며, 1960년대 후반부터는 다시 구상적인 경향으로 되돌아갔다. <건어장>은 생선을 줄에 엮어 해풍에 말리는 건어장의 풍경이 묘사된 작품이다. 작가는 세부적인 묘사는 생략하고 물감을 두텁게 올려 대상을 표현했다. 화면 가운데에 납작하게 펴진 건어 한 마리와 그 양옆으로 물고기가 일정한 간격을 두고 걸려 있다. 건어의 뒤쪽으로는 해변과 바다가 펼쳐지며, 선으로 간략하게 표현된 지지대와 줄이 곳곳에 설치되어 있다. 건어는 김태가 유년 시절부터 즐겨 그리던 소재 중 하나로 1955년 《제4회 대한민국미술전람회》에서는 <건어>로 입선하기도 했다. 김태는 이러한 소재에 대해 다음과 같이 언급하였다. “건어는 제가 북한에서 서당 다닐 때 처음 그리기 시작했어요. 어촌에서는 서당 수업료를 어물로 대신하곤 했는데 집에서 먹는 생선들과 다른 진귀한 생선들을 서당 훈장님께 갖다 드리곤 했습니다. …그 모양이 마치 새가 날아가는 것 같이 신기해서 그린 기억이 나는데, 어린 나이에도 펴서 말리는 고기가 갖는 재미있는 형태에 마음이 끌렸나봐요.”",1.0,73.jpg
74.0,백남순 PAIK Namsoon,낙원,1936,캔버스에 유화 물감; 8폭 병풍,173×372,회화 II,9481.0,"백남순(白南舜, 1904-1994)은 1923년 일본 도쿄 조시미술학교(女子美術学校, 현재 조시비미술대학)에 입학하여 서양화를 전공하였다. 관동대지진으로 학교를 중퇴하고 귀국했다가 1928년 봄에는 프랑스 파리로 유학을 떠나 본격적으로 서양화를 공부했다. 화가 나혜석이 도쿄여자미술학교를 졸업한 후 남편 김우영과 결혼하고 함께 유럽으로 왔을 때 파리에서 만나기도 했다. 백남순은 파리에서 여러 살롱에 작품을 출품하여 입선했고, 1930년에 미국 유학을 거쳐 파리로 온 임용련(任用璉, 1901-?)을 만나 결혼했다. 이들은 파리 근교 에르블레(Herblay)에서 신혼 생활을 한 후 귀국하여 동아일보사 건물에서 부부전을 열어 크게 주목받았다. 일본이 아닌 서양에서 직접 서양화를 익힌 화가들이었다는 점에서 특히 이목을 끌었지만, 당시 열악한 조선 화단에서 활약하기에는 한계가 있었다. 1931년부터 남편 임용련과 함께 평안북도 정주에 있는 오산고등보통학교에서 교사로 재직하며, 이중섭, 문학수 등 제자들을 양성하는 일에 전념했다. 한국전쟁 중 남편의 행방불명 이후 1964년 미국으로 이민을 갔고, 1994년 뉴욕에서 생을 마감했다.
<낙원>은 백남순이 오산에 머물 때 전라남도 완도에 살고 있던 친구 민영순의 결혼 축하 선물로 보낸 작품이다. 광복 후 서울로 오면서 작가의 작품이 모두 전소되었는데, 이 작품은 완도로 보내진 덕분에 현재까지 남아있을 수 있었다. 광복 이전에 제작된 백남순의 작품으로는 유일하다. 마치 서양의 아르카디아* 전통과 동양의 무릉도원 혹은 무이구곡도**의 전통을 결합한 것처럼, 동서양의 도상이 혼합된 독특한 느낌의 풍경화이다. 캔버스 천을 바탕으로 하되, 전통의 병풍 형식으로 장황을 한 것도 이색적이다. 현실 세계에 존재할 것 같지 않은 높은 산들이 화면 저 멀리까지 끝없이 펼쳐진 가운데, 바다와 강, 계곡이 화면 곳곳에 넘실댄다. 풍요로운 자연을 배경으로 여러 형태의 집들이 조화롭게 배치되었으며, 인간은 각자의 소임에 충실한 듯 평화로이 노동에 열중하고 있다. ‘낙원’ 즉 ‘이상향’에 대한 동경은 동서양을 막론한 인간의 오랜 주제이다. 서양화를 공부한 1세대 한국인 화가가 어떻게 소재나 기법 면에서 동서양의 전통을 융합하고 변형할 것인지에 대한 고민이 담겨 있다. 이 작품은 1981년 민영순에 의해 세상에 알려지게 되었으며, 미술평론가 이구열과 당시 뉴욕에 살고 있던 백남순의 협의를 거쳐 ‘낙원’이라는 제목이 붙여졌다.
*아르카디아(Arcadia)는 그리스 펠로폰네소스 반도(Peloponnesos Peninsula)의 한 지역으로, 서양화에서 대자연의 풍요로움이 가득한 유토피아로 자주 등장하는 주제이다.
**중국 남송의 성리학자 주희는 자신이 머물던 푸젠성(福建省) 무이산(武夷山) 아홉 계곡의 경치를 묘사한 「무이구곡도가(武夷九曲圖歌)」를 지었다. 이를 바탕으로 제작된 산수화가 무이구곡도(武夷九曲圖)이며 16세기 조선시대에 전래된 이후 꾸준히 그려졌다.",1.0,74.jpg
75.0,나혜석 NA Haesuck,화령전작약(華寧殿芍藥),1930,패널에 유화 물감,33.7×24.5,회화 II,9298.0,"나혜석(羅蕙錫, 1896-1948)은 한국 근대기 최초로 서양화를 전공했던 여성 화가이다. 수원의 부유한 가정에서 태어나 1913년 도쿄 조시미술학교(女子美術学校, 현재 조시비미술대학) 서양화과에 입학했다. 당시 대부분의 여성 유학생들이 자수를 전공한 데 비해, 나혜석은 과감하게 서양화를 선택하여, 고희동, 김관호 등과 함께 한국에 서양화를 도입한 1세대 화가가 되었다. 그녀는 일본에서 당시 유행했던 여성 운동에 큰 관심을 갖고 김일엽 등과 함께 『신여자』 등 여성 잡지를 만드는 선구적 활동에 가담했고, 「경희」, 「현숙」을 비롯한 다수의 단편 소설을 발표하였다. 나혜석은 변호사 김우영과 1920년에 결혼한 후 1927-1929년 유럽과 미국을 여행하여 세계의 문물을 직접 목도한 특별한 경험을 하기도 했다. 그러나 파리 체류 당시 최린과의 불륜설로 이혼을 당했고, 1934년 최린이 점차 친일행적을 드러낼 즈음 잡지 『삼천리』에 ‘이혼고백서’를 발표하여 사회적 파란을 일으켰다. 나혜석의 여러 행적은 당시 통념을 기준으로는 지나치게 파격적인 것이었기 때문에 그녀는 사회적 지탄의 대상이 되었다. 여성미술가를 양성하기 위한 사설 학원을 개설했으나 실패하고, 대부분의 작품을 화재로 잃게 되면서 엄청난 실의에 빠졌다. 여러 개인적 불행과 건강상의 문제가 겹쳐 1930년대 후반 이후 공식적인 활동에서 거의 사라졌다. 1948년 사망할 때까지도 꾸준히 미술과 문학 양쪽 방면에서 창작활동을 한 것으로 알려져 있으나, 현존하는 작품은 많지 않다.
<화령전작약(華寧殿芍藥)>은 나혜석이 1934년 ‘이혼고백서’를 발표한 이후 제작된 것으로 추정되는 작품이다. 이혼 후 고향인 수원에 내려와 있으면서, 정조의 사당인 화령전(華寧殿)과 작약을 화폭에 담았다. 화령전의 지붕과 그 앞의 빨간 문, 그리고 화면의 반을 차지하는 활짝 핀 작약이 날아갈 듯 활달한 필치로 묘사되었다. 빨간색과 초록색의 강렬한 대비, 속도감 있는 필체는 전체적으로 화면에 생기를 부여하며 강렬한 인상을 준다. 묘사에 충실했던 작가의 초기 작품에 비해, 거칠고 주관적인 표현이 강조된 점이 특징적이다. 《조선미술전람회》에 출품된 나혜석의 많은 작품들이 도판으로 전해지지만, 실제로 확실한 진작(眞作)은 소수이기 때문에 이 작품은 나혜석 연구의 기준이 될 만한 작품으로 평가된다.",1.0,75.jpg
76.0,변관식 BYEON Gwansik,산수춘경,1944,"종이에 먹, 색",124.5×117,회화 I,9506.0,"소정(小亭) 변관식(卞寬植, 1899-1976)은 1916년부터 외조부 조석진(趙錫晋, 1853-1920)이 강사로 활동하던 서화미술회에서 그림을 본격적으로 배웠다. 그는 서화미술회 출신의 이상범, 노수현, 이용우와 함께 1923년 동연사(同硏社)를 결성하여 전통 회화의 새로운 양식을 모색했다. 1925년에는 일본 도쿄로 유학하여 1929년까지 고무로 스이운(小室翠雲, 1874-1945)에게 남화(南画)*풍의 회화를 사사했다. 그는 일본에 체류하면서도 《조선미술전람회》에 꾸준히 출품하였다. 1937년경부터는 8년간 금강산을 비롯하여 전국의 명승지를 유람하면서 현장 사생을 했다. 광복 이후 초기 《대한민국미술전람회》에서 심사위원을 맡고 추천작가로 참여하였다. 1961년에 한국미술협회가 창설되면서 동양화부 이사를 맡았으며 이후 부회장, 회장 등을 역임했다.


<산수춘경>은 사경산수를 전통화법으로 조화롭게 표현한 1940년대 변관식의 화풍을 대표하는 작품 중 한 점이다. 변관식이 전주에 머무르던 시기에 자신의 작업실인 완산화실(完山畫室)에서 그린 작품으로 그림을 제작하고 30년 뒤인 1974년에 제발문을 더하였다. 복숭아나무와 함께 초가집이 모여 있는 작은 촌락이 중경에 배치되어 있는데, 복사꽃의 분홍색과 초가지붕의 노란색이 어우러져 화면에 생기를 더한다. 근경에는 도인과 가야금을 든 시종이 길을 걷고 있는 모습이 묘사되어 있다. 이들의 복장이 화보식(畫譜式)으로 그려져 있어 고전적인 도상을 차용한 것임을 알 수 있다. 전체적으로 연둣빛 담채, 녹색 필선과 점으로 산천이 묘사되어 이른 봄의 정취가 두드러진다.


화면 왼쪽 위에 있는 제발문 중 1944년에 적은 것은 명나라의 문인 임환(任環, 1519-1561)이 지은 시이며, 1974년에 적은 시는 명나라의 서예가인 문징명(文徵明, 1470-1559)의 것이다. 두 제시문에서 알 수 있듯이 작가는 실경에 근거하여 도원경(桃源境)과 같은 이상향을 그린듯하다. 변관식은 늦가을 풍경을 주로 그린 것으로 알려져 있지만 이 작품과 같이 복사꽃이 흐드러진 화사한 봄 정경도 다수 그렸다.


 


[화제풀이]


靑山幾里入烟霞 杖屨尋春來貴賖   푸른 산의 몇 리길 안개 속으로 들어가니 막대 짚고 봄을 찾아 귀한 걸음 하셨네.


流水小橋村路晩 隔林應有野人家   흐르는 물에 작은 다리 걸려 있고 시골길은 더딘데 수풀 저 건너에는 야인의 집이 있으리.


甲申冬 完山畫室 小亭  갑신년(1944년) 겨울 완산화실에서 소정",1.0,76.jpg
77.0,이도영 LEE Doyoung,기명절지,1920,"재료 종이에 먹, 색",82×30.5,회화 I,9829.0,"관재(貫齋) 이도영(李道榮, 1884-1934)은 1901년에 안중식의 첫 제자가 되어 그림을 배웠다. 그는 1906년부터 휘문의숙과 보성중학교 도화교사로 일하면서 『연필화임본』과 『모필화임본』을 저술했으며, 1909년부터 『대한민보』에 시사만화를 그리는 등 개화기 언론 및 교육을 통해 계몽운동에 참여했다. 1911년에 서화미술회가 설립되자 안중식, 조석진 등과 함께 후학을 양성했으며 1918년부터 서화협회 창립회원으로 참여했다. 1922년 《제1회 조선미술전람회》부터 6회까지 동양화부 심사위원을 역임했다. <기명절지>에는 다리가 긴 서탁(書卓)과 책을 중심으로 꽃, 그릇, 과일 등이 그려져 있는데, 그림의 구성과 형식은 조선말 기명절지도*의 특징을 따른 것이다. 하지만 오른쪽에서 들어오는 빛을 의식하여 기물들에 음영을 표현하고 중국의 청동기나 도자기가 아닌 우리나라의 고대 토기를 그려 넣음으로써 기존의 관념적이고 장식적인 기명절지도와 달리 사실성과 민족성이 강조된 새로운 특징이 드러난다. 이도영은 1922년 총독부에 의해 《제1회 조선미술전람회》가 열렸을 때 심사위원 자격으로 <정물>을 출품하였는데, 이를 기점으로 신라토기, 고려청자 등 우리나라 역사를 나타내는 기물을 본격적으로 그리기 시작했다. <기명절지>는 <정물>에서 시도된 새로운 변화가 반영되어 있으면서도 보다 간결한 구성과 안정감을 보여주는 점에서 1920년대 중후반에 그려진 것으로 짐작된다. 이 작품은 중국적이고 복고적인 전통 회화에서 탈피하여 한국적이고 근대적인 표현을 모색한 회화이다. *조선시대 말에는 서양의 정물화에 해당하는 ‘기명절지도’가 인기를 끌었다. 기명절지도는 중국의 오래된 청동기와 도자기, 꽃과 과일 등을 그린 그림을 지칭하는데, 작품 속의 기물들은 부귀, 장수와 같은 길상적인 의미를 상징하고 부유하고 학식 있는 문인의 고상한 분위기를 드러내어 다양한 계층에서 폭넓게 감상되었다.",1.0,77.jpg
78.0,변관식 BYEON Gwansik,금강산 구룡폭(金剛山 九龍瀑),1960,"재료 종이에 먹, 색",120.5×91,회화 I,9505.0,"소정(小亭) 변관식(卞寬植, 1899-1976)은 1916년부터 외조부 조석진(趙錫晋, 1853-1920)이 강사로 활동하던 서화미술회에서 그림을 본격적으로 배웠다. 그는 서화미술회 출신의 이상범, 노수현, 이용우와 함께 1923년 동연사(同硏社)를 결성하여 전통 회화의 새로운 양식을 모색했다. 1925년에는 일본 도쿄로 유학하여 1929년까지 고무로 스이운(小室翠雲, 1874-1945)에게 남화(南画)*풍의 회화를 사사했다. 그는 일본에 체류하면서도 《조선미술전람회》에 꾸준히 출품하였다. 1937년경부터는 8년간 금강산을 비롯하여 전국의 명승지를 유람하면서 현장 사생을 했다. 광복 이후 초기 《대한민국미술전람회》에서 심사위원을 맡고 추천작가로 참여하였다. 1961년에 한국미술협회가 창설되면서 동양화부 이사를 맡았으며 이후 부회장, 회장 등을 역임했다. <금강산 구룡폭(金剛山 九龍瀑)>은 변관식의 금강산 그림 중 한 점으로 외금강에 있는 구룡폭포가 묘사되어 있다. 각진 바위들은 적묵법(積墨法)*과 파선법(破線法)**으로 사실감 있게 표현되었으며, 화면 오른쪽 거대한 바위와 중앙에 있는 폭포의 수직적 구성은 웅장한 느낌을 준다. 근경에 배치된 인물들은 앉아 있거나 서서 대자연을 경외하듯이 올려다보고 있으며, 이들로 인해 폭포의 크기를 체감할 수 있다. 이 작품은 변관식의 ‘소정 양식’이 정점에 이른 시기의 것으로, 과장된 표현은 절제되고 현장 사생의 느낌이 살아 있어 사실적인 묘사가 두드러진다. *적묵법(積墨法)은 먹의 농담을 살려 순차적으로 쌓아가듯이 그리는 기법으로, 깊이와 음영을 표현할 때 주로 쓰인다. **파선법(破線法)은 진한 먹으로 붓을 튕기듯이 짧게 찍어 선을 깨뜨리며 그리는 기법이다.",1.0,78.jpg
79.0,박래현 PARK Rehyun,여인,1942,"재료 종이에 먹, 색 ",94×80.3,회화 I,9404.0,"우향(雨鄕) 박래현(朴崍賢, 1920-1976)은 1937년부터 경성관립여자사범학교에서 미술 교사이자 동양화가인 에구치 게이시로(江口敬四郞)에게 수채화와 동양화를 배웠다. 1941년에는 일본 도쿄 조시미술전문학교(女子美術専門学校, 현재 조시비미술대학) 일본화부 사범과에 입학했으며, 재학 중 《제22회 조선미술전람회》(1943)에서 <단장(丹粧)>(혹은 <장(粧び)>)으로 총독상을 받았다. 1944년에 졸업하고 다음 해 귀국하여 1946년에 첫 개인전을 열었으며 이후에는 남편 운보(雲甫) 김기창(金基昶, 1914-2001)과 함께 꾸준히 부부전을 열었다. 1956년에 <노점>[관리번호: KO-00089]으로 《제5회 대한민국미술전람회》(1956)에서 대통령상을 수상했다. 1957년에는 한국화의 새로운 방향을 모색하기 위해 결성된 백양회의 창립회원으로 활동했다. 1967년에 제9회 상파울루비엔날레 출품을 계기로 남미, 미국 등을 여행했으며 1969년부터 1974년까지 뉴욕에서 판화를 연구했다. 그는 1940년대 초반에 일본에서 배운 전통 채색화의 영향을 받아 사실적 표현의 인물화를 주로 제작했다. 1950년대부터 1960년대 초반까지는 직선적 선묘와 기하학적 면분할로 대상을 단순하게 표현했으며 특유의 운필법으로 화면을 꼼꼼하게 채웠다. 1960년대 중반부터는 세심하게 의도된 잔 붓질과 계획된 색채로 만들어낸 앵포르멜 화면을 보여주거나 선명한 색면들과 엽전 꾸러미 형태의 띠들로 화면을 구성하며 추상으로 나아갔다. 1970년대 초반에는 태피스트리, 판화 등 새로운 기법을 이용하여 추상적 요소가 두드러지는 작품을 선보였다. <여인>은 박래현의 초기 여성 인물화 중 하나로 널리 알려진 작품인데, 인물좌상 중 뒷모습을 그린 것은 흔치 않은 것으로 독특한 구도를 취하고 있다. 이 작품은 조시미술전문학교 재학 중에 제작한 것으로, 세필의 부드러운 선, 흐릿한 윤곽선, 비어 있는 배경 등에서 일본화(日本画)의 영향이 드러난다. 1940년대부터 1960년대까지 ‘여인’은 박래현의 작품세계에서 중요한 소재였다. <여인>에서 등을 비스듬히 보이며 수심에 잠긴 듯한 여인의 자태는 맑고 담백한 채색으로 인해 더욱 정적인 분위기를 자아낸다. 오른손에 든 종이학에 대한 해석이 분분하다.",1.0,79.jpg
80.0,채용신,노부인초상,1932,비단에 색,98×56,회화 I,10297.0,"석지(石芝) 채용신(蔡龍臣, 1850‒1941) 36세의 나이에 무관이 되어 일하다가 1905년 을사늑약 체결 후 1906년에 낙향하여 익산에서 전문 초상화가로 활동하였다. 황현, 최익현, 전우 등 구한말에 활약한 수많은 우국지사들의 초상화를 그렸다. 또한 칠조어진(七祖御眞) 모사에 참여했으며, 고종의 어진을 맡아 그린 바 있다. 말년에는 채석강도화소(蔡石江圖畵所)라는 제작소를 열어 보다 체계적으로 초상화 의뢰를 받았으며, 초상화 외에도 화조도, 십장생도, 미인도 등 다양한 주제의 그림을 다루었다. 채용신은 전통화법을 계승하면서도 조선후기에 들어온 서양화와 사진에 영향을 받아 사실적이고 세부적인 묘사를 했다. 전통화법과 서양화의 기법, 근대 기술을 함께 사용한 독창적인 인물화풍은 ‘채석지 화법’이라고 불리며 이렇게 제작된 초상화는 당시 인기를 끌었다. <노부인 초상>은 의자에 앉아 정면을 응시하는 여인을 그린 초상화이다. 채용신은 주로 사진을 보고 초상화를 제작하였다. 많은 세필선을 그어 얼굴의 요철, 주름 등을 그렸고, 얼굴과 목의 경계, 옷주름 등에 명암을 줌으로써 사실적으로 표현했다. 인물은 손에 무언가를 쥐고 있고 바닥에는 돗자리인 화문석(花紋席)이 깔려 있는데 이런 사물의 활용 역시 채용신 초상화의 특징이라 할 수 있다. 채용신은 의뢰인의 사회적 신분에 관계없이 요청에 따라 초상화를 제작했으며, 거의 모든 작품에 주인공의 나이, 제작연도, 작가명 등을 적었다. 이 작품 역시 화면 왼쪽에 제작연도, 작가명과 함께 낙관이 찍혀 있다. 壬申十二月從二品蔡石芝九十翁寫 임신년(1932년) 12월 종이품 90세* 노인 채석지 그림 *1932년 당시 채용신의 나이는 83세였으나 관지에는 구십옹(九十翁)으로 과장하여 적었다. 작가는 대부분의 초상화에 자신의 나이를 실제보다 더 올려 썼다.",1.0,80.jpg
81.0,김종태 KIM Chongtai,사내아이,1929,캔버스에 유화 물감,43.7×36,회화 II,9258.0,"회산(繪山) 김종태(金鐘泰, 1906-1935)는 독학으로 서양화를 공부했으며, 주교보통학교의 교사로 재직하며 《조선미술전람회》를 통해 작품을 발표하였다. 《제5회 조선미술전람회》(1926)에서 처음 입선한 후 계속 출품하여 《제9회 조선미술전람회》(1930)까지 연속 4회 특선을 받았으며, 한국인 최초로 서양화부 추천 작가로 선정되었다. 1930년에 일본으로 유학을 갔으며 1934년에는 당시 권위 있는 단체 중 하나인 니카텐(二科展, 이과전)에 출품하여 입선하기도 했다. 김종태는 우리 고유의 미의식을 강조하며 유학파 작품은 기교만 능숙할 뿐 조선의 고유색이 없음을 비판하기도 했다. 신문기사나 도록 등에 사진으로 전하는 수많은 김종태의 작품은 대부분 소실되었고, 현존하는 그의 작품으로는 대표작 <노란 저고리>(1929)[관리번호: PA-00128]를 포함 총 네 점이 알려져 있을 뿐이다. <사내아이>는 네 점의 현존하는 작품 중 하나이며 <노란 저고리>와 같은 해인 1929년에 제작되었다. 작품 속 소년은 <노란 저고리>의 모델인 소녀와 남매 사이로 알려져 있으며, 김종태 지인의 자녀들이라고 전해진다. 마치 소녀와 소년이 쌍을 이룬 것처럼 소녀는 불그스레한 볼을 가진 앳된 표정으로 정면을 직시하는 반면, 초록색과 남색 한복을 입은 소년은 졸음에 겨워 의자에 기댄 모습으로 묘사되었다. 김종태의 작품은 강렬한 원색을 사용하며, 대상의 자연스러운 한 ‘순간’을 포착하는 것이 특징이다. 서양화이지만 마치 동양화의 ‘일필휘지(一筆揮之)’를 보는 듯, 단 한 번의 빠른 붓질로 대상을 묘사하는 탁월한 능력을 지녔다. 주변 화가들의 회고에 따르면, 김종태는 이와 같은 작품을 매우 짧은 시간에 제작했다고 한다. 서명은 항상 ‘한자 세로쓰기’를 지향해서, 화면의 왼쪽 위에 제작연도와 함께 표기되어 있다.",1.0,81.jpg
